ref:

wavelength (nm)	spectral irradiance (W/m^2/nm)
1.798000000e+03	1.448179584e-01
1.799000000e+03	1.445640047e-01
1.800000000e+03	1.443105932e-01
1.801000000e+03	1.440577223e-01
1.802000000e+03	1.438053908e-01
1.803000000e+03	1.435535974e-01
1.804000000e+03	1.433023407e-01
1.805000000e+03	1.430516194e-01
1.806000000e+03	1.428014322e-01
1.807000000e+03	1.425517777e-01
1.808000000e+03	1.423026547e-01
1.809000000e+03	1.420540617e-01
1.810000000e+03	1.418059976e-01
1.811000000e+03	1.415584610e-01
1.812000000e+03	1.413114507e-01
1.813000000e+03	1.410649652e-01
1.814000000e+03	1.408190033e-01
1.815000000e+03	1.405735638e-01
1.816000000e+03	1.403286453e-01
1.817000000e+03	1.400842465e-01
1.818000000e+03	1.398403663e-01
1.819000000e+03	1.395970032e-01
1.820000000e+03	1.393541560e-01
1.821000000e+03	1.391118236e-01
1.822000000e+03	1.388700044e-01
1.823000000e+03	1.386286975e-01
1.824000000e+03	1.383879013e-01
1.825000000e+03	1.381476148e-01
1.826000000e+03	1.379078367e-01
1.827000000e+03	1.376685656e-01
1.828000000e+03	1.374298005e-01
1.829000000e+03	1.371915399e-01
1.830000000e+03	1.369537827e-01
1.831000000e+03	1.367165277e-01
1.832000000e+03	1.364797736e-01
1.833000000e+03	1.362435191e-01
1.834000000e+03	1.360077632e-01
1.835000000e+03	1.357725044e-01
1.836000000e+03	1.355377417e-01
1.837000000e+03	1.353034738e-01
1.838000000e+03	1.350696995e-01
1.839000000e+03	1.348364176e-01
1.840000000e+03	1.346036268e-01
1.841000000e+03	1.343713261e-01
1.842000000e+03	1.341395141e-01
1.843000000e+03	1.339081897e-01
1.844000000e+03	1.336773517e-01
1.845000000e+03	1.334469989e-01
1.846000000e+03	1.332171301e-01
1.847000000e+03	1.329877441e-01
1.848000000e+03	1.327588398e-01
1.849000000e+03	1.325304160e-01
1.850000000e+03	1.323024715e-01
1.851000000e+03	1.320750051e-01
1.852000000e+03	1.318480157e-01
1.853000000e+03	1.316215021e-01
1.854000000e+03	1.313954631e-01
1.855000000e+03	1.311698977e-01
1.856000000e+03	1.309448046e-01
1.857000000e+03	1.307201826e-01
1.858000000e+03	1.304960307e-01
1.859000000e+03	1.302723477e-01
1.860000000e+03	1.300491325e-01
1.861000000e+03	1.298263839e-01
1.862000000e+03	1.296041007e-01
1.863000000e+03	1.293822819e-01
1.864000000e+03	1.291609264e-01
1.865000000e+03	1.289400329e-01
1.866000000e+03	1.287196004e-01
1.867000000e+03	1.284996277e-01
1.868000000e+03	1.282801138e-01
1.869000000e+03	1.280610575e-01
1.870000000e+03	1.278424578e-01
1.871000000e+03	1.276243134e-01
1.872000000e+03	1.274066233e-01
1.873000000e+03	1.271893864e-01
1.874000000e+03	1.269726017e-01
1.875000000e+03	1.267562679e-01
1.876000000e+03	1.265403841e-01
1.877000000e+03	1.263249490e-01
1.878000000e+03	1.261099617e-01
1.879000000e+03	1.258954211e-01
1.880000000e+03	1.256813261e-01
1.881000000e+03	1.254676755e-01
1.882000000e+03	1.252544683e-01
1.883000000e+03	1.250417035e-01
1.884000000e+03	1.248293800e-01
1.885000000e+03	1.246174967e-01
1.886000000e+03	1.244060526e-01
1.887000000e+03	1.241950465e-01
1.888000000e+03	1.239844775e-01
1.889000000e+03	1.237743444e-01
1.890000000e+03	1.235646463e-01
1.891000000e+03	1.233553821e-01
1.892000000e+03	1.231465506e-01
1.893000000e+03	1.229381510e-01
1.894000000e+03	1.227301821e-01
1.895000000e+03	1.225226430e-01
1.896000000e+03	1.223155325e-01
1.897000000e+03	1.221088496e-01
1.898000000e+03	1.219025934e-01
1.899000000e+03	1.216967627e-01
1.900000000e+03	1.214913566e-01
1.901000000e+03	1.212863741e-01
1.902000000e+03	1.210818141e-01
1.903000000e+03	1.208776756e-01
1.904000000e+03	1.206739576e-01
1.905000000e+03	1.204706591e-01
1.906000000e+03	1.202677790e-01
1.907000000e+03	1.200653164e-01
1.908000000e+03	1.198632704e-01
1.909000000e+03	1.196616397e-01
1.910000000e+03	1.194604236e-01
1.911000000e+03	1.192596209e-01
1.912000000e+03	1.190592308e-01
1.913000000e+03	1.188592521e-01
1.914000000e+03	1.186596840e-01
1.915000000e+03	1.184605254e-01
1.916000000e+03	1.182617754e-01
1.917000000e+03	1.180634329e-01
1.918000000e+03	1.178654970e-01
1.919000000e+03	1.176679668e-01
1.920000000e+03	1.174708412e-01
1.921000000e+03	1.172741194e-01
1.922000000e+03	1.170778002e-01
1.923000000e+03	1.168818828e-01
1.924000000e+03	1.166863663e-01
1.925000000e+03	1.164912496e-01
1.926000000e+03	1.162965317e-01
1.927000000e+03	1.161022119e-01
1.928000000e+03	1.159082890e-01
1.929000000e+03	1.157147621e-01
1.930000000e+03	1.155216304e-01
1.931000000e+03	1.153288929e-01
1.932000000e+03	1.151365485e-01
1.933000000e+03	1.149445965e-01
1.934000000e+03	1.147530358e-01
1.935000000e+03	1.145618655e-01
1.936000000e+03	1.143710847e-01
1.937000000e+03	1.141806925e-01
1.938000000e+03	1.139906879e-01
1.939000000e+03	1.138010700e-01
1.940000000e+03	1.136118380e-01
1.941000000e+03	1.134229908e-01
1.942000000e+03	1.132345276e-01
1.943000000e+03	1.130464475e-01
1.944000000e+03	1.128587495e-01
1.945000000e+03	1.126714327e-01
1.946000000e+03	1.124844963e-01
1.947000000e+03	1.122979394e-01
1.948000000e+03	1.121117609e-01
1.949000000e+03	1.119259601e-01
1.950000000e+03	1.117405361e-01
1.951000000e+03	1.115554879e-01
1.952000000e+03	1.113708146e-01
1.953000000e+03	1.111865154e-01
1.954000000e+03	1.110025895e-01
1.955000000e+03	1.108190358e-01
1.956000000e+03	1.106358535e-01
1.957000000e+03	1.104530418e-01
1.958000000e+03	1.102705998e-01
1.959000000e+03	1.100885266e-01
1.960000000e+03	1.099068212e-01
1.961000000e+03	1.097254830e-01
1.962000000e+03	1.095445109e-01
1.963000000e+03	1.093639042e-01
1.964000000e+03	1.091836619e-01
1.965000000e+03	1.090037832e-01
1.966000000e+03	1.088242673e-01
1.967000000e+03	1.086451133e-01
1.968000000e+03	1.084663203e-01
1.969000000e+03	1.082878875e-01
1.970000000e+03	1.081098140e-01
1.971000000e+03	1.079320990e-01
1.972000000e+03	1.077547417e-01
1.973000000e+03	1.075777412e-01
1.974000000e+03	1.074010966e-01
1.975000000e+03	1.072248072e-01
1.976000000e+03	1.070488721e-01
1.977000000e+03	1.068732904e-01
1.978000000e+03	1.066980614e-01
1.979000000e+03	1.065231842e-01
1.980000000e+03	1.063486579e-01
1.981000000e+03	1.061744818e-01
1.982000000e+03	1.060006551e-01
1.983000000e+03	1.058271768e-01
1.984000000e+03	1.056540463e-01
1.985000000e+03	1.054812626e-01
1.986000000e+03	1.053088250e-01
1.987000000e+03	1.051367326e-01
1.988000000e+03	1.049649847e-01
1.989000000e+03	1.047935805e-01
1.990000000e+03	1.046225190e-01
1.991000000e+03	1.044517996e-01
1.992000000e+03	1.042814215e-01
1.993000000e+03	1.041113838e-01
1.994000000e+03	1.039416857e-01
1.995000000e+03	1.037723264e-01
1.996000000e+03	1.036033053e-01
1.997000000e+03	1.034346213e-01
1.998000000e+03	1.032662739e-01
1.999000000e+03	1.030982621e-01
2.000000000e+03	1.029305853e-01
