ref: simulated example

wavelength (nm)	n	k
7.950000e+02	3.070103e-01	3.373241e+00
7.960000e+02	3.064215e-01	3.382765e+00
7.970000e+02	3.058405e-01	3.392275e+00
7.980000e+02	3.052595e-01	3.401785e+00
7.990000e+02	3.046785e-01	3.411294e+00
8.000000e+02	3.040975e-01	3.420804e+00
8.010000e+02	3.035430e-01	3.430263e+00
8.020000e+02	3.030011e-01	3.439698e+00
8.030000e+02	3.024592e-01	3.449133e+00
8.040000e+02	3.019173e-01	3.458568e+00
8.050000e+02	3.013754e-01	3.468003e+00
8.060000e+02	3.008515e-01	3.477404e+00
8.070000e+02	3.003470e-01	3.486766e+00
8.080000e+02	2.998425e-01	3.496129e+00
8.090000e+02	2.993380e-01	3.505491e+00
8.100000e+02	2.988335e-01	3.514854e+00
8.110000e+02	2.983367e-01	3.524201e+00
8.120000e+02	2.978679e-01	3.533493e+00
8.130000e+02	2.973991e-01	3.542785e+00
8.140000e+02	2.969304e-01	3.552077e+00
8.150000e+02	2.964616e-01	3.561369e+00
8.160000e+02	2.959929e-01	3.570661e+00
8.170000e+02	2.955543e-01	3.579892e+00
8.180000e+02	2.951198e-01	3.589116e+00
8.190000e+02	2.946853e-01	3.598339e+00
8.200000e+02	2.942507e-01	3.607563e+00
8.210000e+02	2.938162e-01	3.616786e+00
8.220000e+02	2.933974e-01	3.625978e+00
8.230000e+02	2.929956e-01	3.635135e+00
8.240000e+02	2.925939e-01	3.644291e+00
8.250000e+02	2.921922e-01	3.653448e+00
8.260000e+02	2.917905e-01	3.662605e+00
8.270000e+02	2.913888e-01	3.671762e+00
